LineNumber,ID,RPM,angle ,,,"LineNumber, ID, Timestamp(Unix), RPM, Power, Deflection"
2344,-30-15-71-25,71,25,,,
2345,-30-15-71-30,71,30,,,
2346,-30-15-72-0,72,0,,,
2347,-30-15-72-5,72,5,,,
2348,-30-15-72-10,72,10,,,
2349,-30-15-72-15,72,15,,,
2350,-30-15-72-20,72,20,,,
2351,-30-15-72-25,72,25,,,
2352,-30-15-72-30,72,30,,,
2353,-30-15-73-0,73,0,,,
2354,-30-15-73-5,73,5,,,
2355,-30-15-73-10,73,10,,,
2356,-30-15-73-15,73,15,,,
2357,-30-15-73-20,73,20,,,
2358,-30-15-73-25,73,25,,,
2359,-30-15-73-30,73,30,,,
2360,-30-15-74-0,74,0,,,
2361,-30-15-74-5,74,5,,,
2362,-30-15-74-10,74,10,,,
2363,-30-15-74-15,74,15,,,
2364,-30-15-74-20,74,20,,,
2365,-30-15-74-25,74,25,,,
2366,-30-15-74-30,74,30,,,
2367,-30-15-75-0,75,0,,,
2368,-30-15-75-5,75,5,,,
2369,,75,10,,,
2370,,75,15,,,
2371,,75,20,,,
2372,,75,25,,,
2373,,75,30,,,
2374,-30-17.5-71-0,71,0,,,
2375,-30-17.5-71-5,71,5,,,
2376,-30-17.5-71-10,71,10,,,
2377,-30-17.5-71-15,71,15,,,
2378,-30-17.5-71-20,71,20,,,
2379,-30-17.5-71-25,71,25,,,
2380,-30-17.5-71-30,71,30,,,
2381,-30-17.5-72-0,72,0,,,
2382,-30-17.5-72-5,72,5,,,
2383,-30-17.5-72-10,72,10,,,
2384,-30-17.5-72-15,72,15,,,
2385,-30-17.5-72-20,72,20,,,
2386,-30-17.5-72-25,72,25,,,
2387,-30-17.5-72-30,72,30,,,
2388,-30-17.5-73-0,73,0,,,
2389,-30-17.5-73-5,73,5,,,
2390,-30-17.5-73-10,73,10,,,
2391,-30-17.5-73-15,73,15,,,
2392,-30-17.5-73-20,73,20,,,
2393,-30-17.5-73-25,73,25,,,
2394,-30-17.5-73-30,73,30,,,
2395,-30-17.5-75-0,75,0,,,
2396,-30-17.5-75-5,75,5,,,
2397,-30-17.5-75-10,75,10,,,
2398,-30-17.5-75-15,75,15,,,
2399,-30-17.5-75-20,75,20,,,
2400,-30-17.5-75-25,75,25,,,
2401,-30-17.5-75-30,75,30,,,
2402,-35-5-71-0,71,0,,,
2403,-35-5-71-5,71,5,,,
2404,-35-5-71-10,71,10,,,
2405,-35-5-71-15,71,15,,,
2406,-35-5-71-20,71,20,,,
2407,-35-5-71-25,71,25,,,
2408,-35-5-71-30,71,30,,,
2409,-35-5-75-0,75,0,,,
2410,-35-5-75-5,75,5,,,
2411,-35-5-75-10,75,10,,,
2412,-35-5-75-15,75,15,,,
2413,-35-5-75-20,75,20,,,
2414,-35-5-75-25,75,25,,,
2415,-35-5-75-30,75,30,,,
2416,-35-10-71-0,71,0,,,
2417,-35-10-71-5,71,5,,,
2418,-35-10-71-10,71,10,,,
2419,-35-10-71-15,71,15,,,
2420,-35-10-71-20,71,20,,,
2421,-35-10-71-25,71,25,,,
2422,-35-10-71-30,71,30,,,
2423,-35-10-72-0,72,0,,,
2424,-35-10-72-5,72,5,,,
2425,-35-10-72-10,72,10,,,
2426,-35-10-72-15,72,15,,,
2427,-35-10-72-20,72,20,,,
2428,-35-10-72-25,72,25,,,
2429,-35-10-72-30,72,30,,,
2430,-35-10-73-0,73,0,,,
2431,-35-10-73-5,73,5,,,
2432,-35-10-73-10,73,10,,,
2433,-35-10-73-15,73,15,,,
2434,-35-10-73-20,73,20,,,
2435,-35-10-73-25,73,25,,,
2436,-35-10-73-30,73,30,,,
2437,-35-10-74-0,74,0,,,
2438,-35-10-74-5,74,5,,,
2439,-35-10-74-10,74,10,,,
2440,-35-10-74-15,74,15,,,
2441,-35-10-74-20,74,20,,,
2442,-35-10-74-25,74,25,,,
2443,-35-10-74-30,74,30,,,
2444,-35-10-75-0,75,0,,,
2445,-35-10-75-5,75,5,,,
2446,-35-10-75-10,75,10,,,
2447,-35-10-75-15,75,15,,,
2448,-35-10-75-20,75,20,,,
2449,-35-10-75-25,75,25,,,
2450,-35-10-75-30,75,30,,,
2451,-35-15-71-0,71,0,,,
2452,-35-15-71-5,71,5,,,
2453,-35-15-71-10,71,10,,,
2454,-35-15-71-15,71,15,,,
2455,-35-15-71-20,71,20,,,
2456,-35-15-71-25,71,25,,,
2457,-35-15-71-30,71,30,,,
2458,-35-15-72-0,72,0,,,
2459,-35-15-72-5,72,5,,,
2460,-35-15-72-10,72,10,,,
2461,-35-15-72-15,72,15,,,
2462,-35-15-72-20,72,20,,,
2463,-35-15-72-25,72,25,,,
2464,-35-15-72-30,72,30,,,
2465,-35-15-73-0,73,0,,,
2466,-35-15-73-5,73,5,,,
2467,-35-15-73-10,73,10,,,
2468,-35-15-73-15,73,15,,,
2469,,73,20,,,
2470,,73,25,,,
2471,,73,30,,,
2472,,74,0,,,
2473,,74,5,,,
2474,-35-15-74-10,74,10,,,
2475,-35-15-74-15,74,15,,,
2476,-35-15-74-20,74,20,,,
2477,-35-15-74-25,74,25,,,
2478,-35-15-74-30,74,30,,,
2479,-35-15-75-0,75,0,,,
2480,-35-15-75-5,75,5,,,
2481,-35-15-75-10,75,10,,,
2482,-35-15-75-15,75,15,,,
2483,-35-15-75-20,75,20,,,
2484,-35-15-75-25,75,25,,,
2485,-35-15-75-30,75,30,,,
2486,-35-17.5-71-0,71,0,,,
2487,-35-17.5-71-5,71,5,,,
2488,-35-17.5-71-10,71,10,,,
2489,-35-17.5-71-15,71,15,,,
2490,-35-17.5-71-20,71,20,,,
2491,-35-17.5-71-25,71,25,,,
2492,-35-17.5-71-30,71,30,,,
2493,-35-17.5-72-0,72,0,,,
2494,-35-17.5-72-5,72,5,,,
2495,-35-17.5-72-10,72,10,,,
2496,-35-17.5-72-15,72,15,,,
2497,-35-17.5-72-20,72,20,,,
2498,-35-17.5-72-25,72,25,,,
2499,-35-17.5-72-30,72,30,,,
2500,-35-17.5-73-0,73,0,,,
2501,-35-17.5-73-5,73,5,,,
2502,-35-17.5-73-10,73,10,,,
2503,-35-17.5-73-15,73,15,,,
2504,-35-17.5-73-20,73,20,,,
2505,-35-17.5-73-25,73,25,,,
2506,-35-17.5-73-30,73,30,,,
2507,-35-17.5-75-0,75,0,,,
2508,-35-17.5-75-5,75,5,,,
2509,-35-17.5-75-10,75,10,,,
2510,-35-17.5-75-15,75,15,,,
2511,-35-17.5-75-20,75,20,,,
2512,-35-17.5-75-25,75,25,,,
2513,-35-17.5-75-30,75,30,,,
2514,-40-5-71-0,71,0,,,
2515,-40-5-71-5,71,5,,,
2516,-40-5-71-10,71,10,,,
2517,-40-5-71-15,71,15,,,
2518,-40-5-71-20,71,20,,,
2519,-40-5-71-25,71,25,,,
2520,-40-5-71-30,71,30,,,
2521,-40-5-75-0,75,0,,,
2522,-40-5-75-5,75,5,,,
2523,-40-5-75-10,75,10,,,
2524,-40-5-75-15,75,15,,,
2525,-40-5-75-20,75,20,,,
2526,-40-5-75-25,75,25,,,
2527,-40-5-75-30,75,30,,,
2528,-40-10-71-0,71,0,,,
2529,-40-10-71-5,71,5,,,
2530,-40-10-71-10,71,10,,,
2531,-40-10-71-15,71,15,,,
2532,-40-10-71-20,71,20,,,
2533,-40-10-71-25,71,25,,,
2534,-40-10-71-30,71,30,,,
2535,-40-10-72-0,72,0,,,
2536,-40-10-72-5,72,5,,,
2537,-40-10-72-10,72,10,,,
2538,-40-10-72-15,72,15,,,
2539,-40-10-72-20,72,20,,,
2540,-40-10-72-25,72,25,,,
2541,-40-10-72-30,72,30,,,
2542,-40-10-73-0,73,0,,,
2543,-40-10-73-5,73,5,,,
2544,-40-10-73-10,73,10,,,
2545,-40-10-73-15,73,15,,,
2546,-40-10-73-20,73,20,,,
2547,-40-10-73-25,73,25,,,
2548,-40-10-73-30,73,30,,,
2549,-40-10-74-0,74,0,,,
2550,-40-10-74-5,74,5,,,
2551,-40-10-74-10,74,10,,,
2552,-40-10-74-15,74,15,,,
2553,-40-10-74-20,74,20,,,
2554,-40-10-74-25,74,25,,,
2555,-40-10-74-30,74,30,,,
2556,-40-10-75-0,75,0,,,
2557,-40-10-75-5,75,5,,,
2558,-40-10-75-10,75,10,,,
2559,-40-10-75-15,75,15,,,
2560,-40-10-75-20,75,20,,,
2561,-40-10-75-25,75,25,,,
2562,-40-10-75-30,75,30,,,
2563,-40-15-71-0,71,0,,,
2564,-40-15-71-5,71,5,,,
2565,-40-15-71-10,71,10,,,
2566,-40-15-71-15,71,15,,,
2567,-40-15-71-20,71,20,,,
2568,-40-15-71-25,71,25,,,
2569,,71,30,,,
2570,,72,0,,,
2571,,72,5,,,
2572,,72,10,,,
2573,,72,15,,,
2574,-40-15-72-20,72,20,,,
2575,-40-15-72-25,72,25,,,
2576,-40-15-72-30,72,30,,,
2577,-40-15-73-0,73,0,,,
2578,-40-15-73-5,73,5,,,
2579,-40-15-73-10,73,10,,,
2580,-40-15-73-15,73,15,,,
2581,-40-15-73-20,73,20,,,
2582,-40-15-73-25,73,25,,,
2583,-40-15-73-30,73,30,,,
2584,-40-15-74-0,74,0,,,
2585,-40-15-74-5,74,5,,,
2586,-40-15-74-10,74,10,,,
2587,-40-15-74-15,74,15,,,
2588,-40-15-74-20,74,20,,,
2589,-40-15-74-25,74,25,,,
2590,-40-15-74-30,74,30,,,
2591,-40-15-75-0,75,0,,,
2592,-40-15-75-5,75,5,,,
2593,-40-15-75-10,75,10,,,
2594,-40-15-75-15,75,15,,,
2595,-40-15-75-20,75,20,,,
2596,-40-15-75-25,75,25,,,
2597,-40-15-75-30,75,30,,,
2598,-40-17.5-71-0,71,0,,,
2599,-40-17.5-71-5,71,5,,,
2600,-40-17.5-71-10,71,10,,,
2601,-40-17.5-71-15,71,15,,,
2602,-40-17.5-71-20,71,20,,,
2603,-40-17.5-71-25,71,25,,,
2604,-40-17.5-71-30,71,30,,,
2605,-40-17.5-72-0,72,0,,,
2606,-40-17.5-72-5,72,5,,,
2607,-40-17.5-72-10,72,10,,,
2608,-40-17.5-72-15,72,15,,,
2609,-40-17.5-72-20,72,20,,,
2610,-40-17.5-72-25,72,25,,,
2611,-40-17.5-72-30,72,30,,,
2612,-40-17.5-73-0,73,0,,,
2613,-40-17.5-73-5,73,5,,,
2614,-40-17.5-73-10,73,10,,,
2615,-40-17.5-73-15,73,15,,,
2616,-40-17.5-73-20,73,20,,,
2617,-40-17.5-73-25,73,25,,,
2618,-40-17.5-73-30,73,30,,,
2619,-40-17.5-75-0,75,0,,,
2620,-40-17.5-75-5,75,5,,,
2621,-40-17.5-75-10,75,10,,,
2622,-40-17.5-75-15,75,15,,,
2623,-40-17.5-75-20,75,20,,,
2624,-40-17.5-75-25,75,25,,,
2625,-40-17.5-75-30,75,30,,,
2626,-45-5-75-0,75,0,,,
2627,-45-5-75-5,75,5,,,
2628,-45-5-75-10,75,10,,,
2629,-45-5-75-15,75,15,,,
2630,-45-5-75-20,75,20,,,
2631,-45-5-75-25,75,25,,,
2632,-45-5-75-30,75,30,,,
2633,-50-5-75-0,75,0,,,
2634,-50-5-75-5,75,5,,,
2635,-50-5-75-10,75,10,,,
2636,-50-5-75-15,75,15,,,
2637,-50-5-75-20,75,20,,,
2638,-50-5-75-25,75,25,,,
2639,-50-5-75-30,75,30,,,
2640,-55-5-75-0,75,0,,,
2641,-55-5-75-5,75,5,,,
2642,-55-5-75-10,75,10,,,
2643,-55-5-75-15,75,15,,,
2644,-55-5-75-20,75,20,,,
2645,-55-5-75-25,75,25,,,
2646,-55-5-75-30,75,30,,,
2647,-60-5-75-0,75,0,,,
2648,-60-5-75-5,75,5,,,
2649,-60-5-75-10,75,10,,,
2650,-60-5-75-15,75,15,,,
2651,-60-5-75-20,75,20,,,
2652,-60-5-75-25,75,25,,,
2653,-60-5-75-30,75,30,,,
2654,-70-5-75-0,75,0,,,
2655,-70-5-75-5,75,5,,,
2656,-70-5-75-10,75,10,,,
2657,-70-5-75-15,75,15,,,
2658,-70-5-75-20,75,20,,,
2659,-70-5-75-25,75,25,,,
2660,-70-5-75-30,75,30,,,
2661,-80-5-75-0,75,0,,,
2662,-80-5-75-5,75,5,,,
2663,-80-5-75-10,75,10,,,
2664,-80-5-75-15,75,15,,,
2665,-80-5-75-20,75,20,,,
2666,-80-5-75-25,75,25,,,
2667,-80-5-75-30,75,30,,,
2668,---,,,,,
2669,,,,,,
2670,,,,,,
2671,,,,,,
2672,,,,,,
2673,,,,,,
2674,---,,,,,
2675,---,,,,,
2676,---,,,,,
2677,---,,,,,
2678,---,,,,,
2679,---,,,,,
2680,---,,,,,
2681,---,,,,,
2682,---,,,,,
2683,---,,,,,
2684,---,,,,,
2685,---,,,,,
2686,---,,,,,
2687,---,,,,,
2688,---,,,,,
2689,---,,,,,
2690,---,,,,,
2691,---,,,,,
2692,---,,,,,
2693,---,,,,,
2694,---,,,,,
2695,---,,,,,
2696,---,,,,,
2697,---,,,,,
2698,---,,,,,
2699,---,,,,,
2700,---,,,,,
2701,---,,,,,
2702,---,,,,,
2703,---,,,,,
2704,---,,,,,
2705,---,,,,,
2706,---,,,,,
2707,---,,,,,
2708,,,,,,
2709,,,,,,
2710,,,,,,
2711,,,,,,
2712,,,,,,
2713,,,,,,
2714,,,,,,
2715,,,,,,
2716,,,,,,
2717,,,,,,
2718,,,,,,
2719,,,,,,
2720,,,,,,
2721,,,,,,
2722,,,,,,
2723,,,,,,
2724,,,,,,
2725,,,,,,
2726,,,,,,
2727,,,,,,
2728,,,,,,
2729,,,,,,
2730,,,,,,
2731,,,,,,
2732,,,,,,
2733,,,,,,
2734,,,,,,
2735,,,,,,
2736,,,,,,
2737,,,,,,
2738,,,,,,
2739,,,,,,
2740,,,,,,
2741,,,,,,
2742,,,,,,
2743,,,,,,
2744,,,,,,
2745,,,,,,
2746,,,,,,
2747,,,,,,
2748,,,,,,
2749,,,,,,
2750,,,,,,
2751,,,,,,
2752,,,,,,
2753,,,,,,
2754,,,,,,
2755,,,,,,
2756,,,,,,
2757,,,,,,
2758,---,,,,,
2759,---,,,,,
2760,---,,,,,
2761,---,,,,,
2762,---,,,,,
2763,---,,,,,
2764,---,,,,,
2765,---,,,,,
2766,---,,,,,
2767,---,,,,,
2768,---,,,,,
2769,,,,,,
2770,,,,,,
2771,,,,,,
2772,,,,,,
2773,,,,,,
2774,---,,,,,
2775,---,,,,,
2776,---,,,,,
2777,---,,,,,
2778,---,,,,,
2779,---,,,,,
2780,---,,,,,
2781,---,,,,,
2782,---,,,,,
2783,---,,,,,
2784,---,,,,,
2785,---,,,,,
2786,---,,,,,
2787,---,,,,,
2788,---,,,,,
2789,---,,,,,
2790,---,,,,,
2791,---,,,,,
2792,---,,,,,
2793,---,,,,,
2794,---,,,,,
2795,---,,,,,
2796,---,,,,,
2797,---,,,,,
2798,---,,,,,
2799,---,,,,,
2800,---,,,,,
2801,---,,,,,
2802,---,,,,,
2803,---,,,,,
2804,---,,,,,
2805,---,,,,,
2806,---,,,,,
2807,---,,,,,
2808,---,,,,,
2809,---,,,,,
2810,---,,,,,
2811,---,,,,,
2812,---,,,,,
2813,---,,,,,
2814,---,,,,,
2815,---,,,,,
2816,---,,,,,
2817,---,,,,,
2818,---,,,,,
2819,---,,,,,
2820,---,,,,,
2821,---,,,,,
2822,---,,,,,
2823,---,,,,,
2824,---,,,,,
2825,---,,,,,
2826,---,,,,,
2827,---,,,,,
2828,---,,,,,
2829,---,,,,,
2830,---,,,,,
2831,---,,,,,
2832,---,,,,,
2833,---,,,,,
2834,---,,,,,
2835,---,,,,,
2836,---,,,,,
2837,---,,,,,
2838,---,,,,,
2839,---,,,,,
2840,---,,,,,
2841,---,,,,,
2842,---,,,,,
2843,---,,,,,
2844,---,,,,,
2845,---,,,,,
2846,---,,,,,
2847,---,,,,,
2848,---,,,,,
2849,---,,,,,
2850,---,,,,,
2851,---,,,,,
2852,---,,,,,
2853,---,,,,,
2854,---,,,,,
2855,---,,,,,
2856,---,,,,,
2857,---,,,,,
2858,---,,,,,
2859,---,,,,,
2860,---,,,,,
2861,---,,,,,
2862,---,,,,,
2863,---,,,,,
2864,---,,,,,
2865,---,,,,,
2866,---,,,,,
2867,---,,,,,
2868,---,,,,,
2869,,,,,,
2870,,,,,,
2871,,,,,,
2872,,,,,,
2873,,,,,,
2874,---,,,,,
2875,---,,,,,
2876,---,,,,,
2877,---,,,,,
2878,---,,,,,
2879,---,,,,,
2880,---,,,,,
2881,---,,,,,
2882,---,,,,,
2883,---,,,,,
2884,---,,,,,
2885,---,,,,,
2886,---,,,,,
2887,---,,,,,
2888,---,,,,,
2889,---,,,,,
2890,---,,,,,
2891,---,,,,,
2892,---,,,,,
2893,---,,,,,
2894,---,,,,,
2895,---,,,,,
2896,---,,,,,
2897,---,,,,,
2898,---,,,,,
2899,---,,,,,
2900,---,,,,,
2901,---,,,,,
2902,---,,,,,
2903,---,,,,,
2904,---,,,,,
2905,---,,,,,
2906,---,,,,,
2907,---,,,,,
2908,---,,,,,
2909,---,,,,,
2910,---,,,,,
2911,---,,,,,
2912,---,,,,,
2913,---,,,,,
2914,---,,,,,
2915,---,,,,,
2916,---,,,,,
2917,---,,,,,
2918,---,,,,,
2919,---,,,,,
2920,---,,,,,
2921,---,,,,,
2922,---,,,,,
2923,---,,,,,
2924,---,,,,,
2925,---,,,,,
2926,---,,,,,
2927,---,,,,,
2928,---,,,,,
2929,---,,,,,
2930,---,,,,,
2931,---,,,,,
2932,---,,,,,
2933,---,,,,,
2934,---,,,,,
2935,---,,,,,
2936,---,,,,,
2937,---,,,,,
2938,---,,,,,
2939,---,,,,,
2940,---,,,,,
2941,---,,,,,
2942,---,,,,,
2943,---,,,,,
2944,---,,,,,
2945,---,,,,,
2946,---,,,,,
2947,---,,,,,
2948,---,,,,,
2949,---,,,,,
2950,---,,,,,
2951,---,,,,,
2952,---,,,,,
2953,---,,,,,
2954,---,,,,,
2955,---,,,,,
2956,---,,,,,
2957,---,,,,,
2958,---,,,,,
2959,---,,,,,
2960,---,,,,,
2961,---,,,,,
2962,---,,,,,
2963,---,,,,,
2964,---,,,,,
2965,---,,,,,
2966,---,,,,,
2967,---,,,,,
2968,---,,,,,
2969,,,,,,
2970,,,,,,
2971,,,,,,
2972,,,,,,
2973,,,,,,
2974,---,,,,,
2975,---,,,,,
2976,---,,,,,
2977,---,,,,,
2978,---,,,,,
2979,---,,,,,
2980,---,,,,,
2981,---,,,,,
2982,---,,,,,
2983,---,,,,,
2984,---,,,,,
2985,---,,,,,
2986,---,,,,,
2987,---,,,,,
2988,---,,,,,
2989,---,,,,,
2990,---,,,,,
2991,---,,,,,
2992,---,,,,,
2993,---,,,,,
2994,---,,,,,
2995,---,,,,,
2996,---,,,,,
2997,---,,,,,
2998,---,,,,,
2999,---,,,,,
3000,---,,,,,
3001,---,,,,,
3002,---,,,,,
3003,---,,,,,
3004,---,,,,,
3005,---,,,,,
3006,---,,,,,
3007,---,,,,,
3008,---,,,,,
3009,---,,,,,
3010,---,,,,,
3011,---,,,,,
3012,---,,,,,
3013,---,,,,,
3014,---,,,,,
3015,---,,,,,
3016,---,,,,,
3017,---,,,,,
3018,---,,,,,
3019,---,,,,,
3020,---,,,,,
3021,---,,,,,
3022,---,,,,,
3023,---,,,,,
3024,---,,,,,
3025,---,,,,,
3026,---,,,,,
3027,---,,,,,
3028,---,,,,,
3029,---,,,,,
3030,---,,,,,
3031,---,,,,,
3032,---,,,,,
3033,---,,,,,
3034,---,,,,,
3035,---,,,,,
3036,---,,,,,
3037,---,,,,,
3038,---,,,,,
3039,---,,,,,
3040,---,,,,,
3041,---,,,,,
3042,---,,,,,
3043,---,,,,,
3044,---,,,,,
3045,---,,,,,
3046,---,,,,,
3047,---,,,,,
3048,---,,,,,
3049,---,,,,,
3050,---,,,,,
3051,---,,,,,
3052,---,,,,,
3053,---,,,,,
3054,---,,,,,
3055,---,,,,,
3056,---,,,,,
3057,---,,,,,
3058,---,,,,,
3059,---,,,,,
3060,---,,,,,
3061,---,,,,,
3062,---,,,,,
3063,---,,,,,
3064,---,,,,,
3065,---,,,,,
3066,---,,,,,
3067,---,,,,,
3068,---,,,,,
3069,,,,,,
3070,,,,,,
3071,,,,,,
3072,,,,,,
3073,,,,,,
3074,---,,,,,
3075,---,,,,,
3076,---,,,,,
3077,---,,,,,
3078,---,,,,,
3079,---,,,,,
3080,---,,,,,
3081,---,,,,,
3082,---,,,,,
3083,---,,,,,
3084,---,,,,,
3085,---,,,,,
3086,---,,,,,
3087,---,,,,,
3088,---,,,,,
3089,---,,,,,
3090,---,,,,,
3091,---,,,,,
3092,---,,,,,
3093,---,,,,,
3094,---,,,,,
3095,---,,,,,
3096,---,,,,,
3097,---,,,,,
3098,---,,,,,
3099,---,,,,,
3100,---,,,,,
3101,---,,,,,
3102,---,,,,,
3103,---,,,,,
3104,---,,,,,
3105,---,,,,,
3106,---,,,,,
3107,---,,,,,
3108,---,,,,,
3109,---,,,,,
3110,---,,,,,
3111,---,,,,,
3112,---,,,,,
3113,---,,,,,
3114,---,,,,,
3115,---,,,,,
3116,---,,,,,
3117,---,,,,,
3118,---,,,,,
3119,---,,,,,
3120,---,,,,,
3121,---,,,,,
3122,---,,,,,
3123,---,,,,,
3124,---,,,,,
3125,---,,,,,
3126,---,,,,,
3127,---,,,,,
3128,---,,,,,
3129,---,,,,,
3130,---,,,,,
3131,---,,,,,
3132,---,,,,,
3133,---,,,,,
3134,---,,,,,
3135,---,,,,,
3136,---,,,,,
3137,---,,,,,
3138,---,,,,,
3139,---,,,,,
3140,---,,,,,
3141,---,,,,,
3142,---,,,,,
3143,---,,,,,
3144,---,,,,,
3145,---,,,,,
3146,---,,,,,
3147,---,,,,,
3148,---,,,,,
3149,---,,,,,
3150,---,,,,,
3151,---,,,,,
3152,---,,,,,
3153,---,,,,,
3154,---,,,,,
3155,---,,,,,
3156,---,,,,,
3157,---,,,,,
3158,---,,,,,
3159,---,,,,,
3160,---,,,,,
3161,---,,,,,
3162,---,,,,,
3163,---,,,,,
3164,---,,,,,
3165,---,,,,,
3166,---,,,,,
3167,---,,,,,
3168,---,,,,,
3169,,,,,,
3170,,,,,,
3171,,,,,,
3172,,,,,,
3173,,,,,,
3174,---,,,,,
3175,---,,,,,
3176,---,,,,,
3177,---,,,,,
3178,---,,,,,
3179,---,,,,,
3180,---,,,,,
3181,---,,,,,
3182,---,,,,,
3183,---,,,,,
3184,---,,,,,
3185,---,,,,,
3186,---,,,,,
3187,---,,,,,
3188,---,,,,,
3189,---,,,,,
3190,---,,,,,
3191,---,,,,,
3192,---,,,,,
3193,---,,,,,
3194,---,,,,,
3195,---,,,,,
3196,---,,,,,
3197,---,,,,,
3198,---,,,,,
3199,---,,,,,
3200,---,,,,,
3201,---,,,,,
3202,---,,,,,
3203,---,,,,,
3204,---,,,,,
3205,---,,,,,
3206,---,,,,,
3207,---,,,,,
3208,---,,,,,
3209,---,,,,,
3210,---,,,,,
3211,---,,,,,
3212,---,,,,,
3213,---,,,,,
3214,---,,,,,
3215,---,,,,,
3216,---,,,,,
3217,---,,,,,
3218,---,,,,,
3219,---,,,,,
3220,---,,,,,
3221,---,,,,,
3222,---,,,,,
3223,---,,,,,
3224,---,,,,,
3225,---,,,,,
3226,---,,,,,
3227,---,,,,,
3228,---,,,,,
3229,---,,,,,
3230,---,,,,,
3231,---,,,,,
3232,---,,,,,
3233,---,,,,,
3234,---,,,,,
3235,---,,,,,
3236,---,,,,,
3237,---,,,,,
3238,---,,,,,
3239,---,,,,,
3240,---,,,,,
3241,---,,,,,
3242,---,,,,,
3243,---,,,,,
3244,---,,,,,
3245,---,,,,,
3246,---,,,,,
3247,---,,,,,
3248,---,,,,,
3249,---,,,,,
3250,---,,,,,
3251,---,,,,,
3252,---,,,,,
3253,---,,,,,
3254,---,,,,,
3255,---,,,,,
3256,---,,,,,
3257,---,,,,,
3258,---,,,,,
3259,---,,,,,
3260,---,,,,,
3261,---,,,,,
3262,---,,,,,
3263,---,,,,,
3264,---,,,,,
3265,---,,,,,
3266,---,,,,,
3267,---,,,,,
3268,---,,,,,
3269,,,,,,
3270,,,,,,
3271,,,,,,
3272,,,,,,
3273,,,,,,
3274,---,,,,,
3275,---,,,,,
3276,---,,,,,
3277,---,,,,,
3278,---,,,,,
3279,---,,,,,
3280,---,,,,,
3281,---,,,,,
3282,---,,,,,
3283,---,,,,,
3284,---,,,,,
3285,---,,,,,
3286,---,,,,,
3287,---,,,,,
3288,---,,,,,
3289,---,,,,,
3290,---,,,,,
3291,---,,,,,
3292,---,,,,,
3293,---,,,,,
3294,---,,,,,
3295,---,,,,,
3296,---,,,,,
3297,---,,,,,
3298,---,,,,,
3299,---,,,,,
3300,---,,,,,
3301,---,,,,,
3302,---,,,,,
3303,---,,,,,
3304,---,,,,,
3305,---,,,,,
3306,---,,,,,
3307,---,,,,,
3308,---,,,,,
3309,---,,,,,
3310,---,,,,,
3311,---,,,,,
3312,---,,,,,
3313,---,,,,,
3314,---,,,,,
3315,---,,,,,
3316,---,,,,,
3317,---,,,,,
3318,---,,,,,
3319,---,,,,,
3320,---,,,,,
3321,---,,,,,
3322,---,,,,,
3323,---,,,,,
3324,---,,,,,
3325,---,,,,,
3326,---,,,,,
3327,---,,,,,
3328,---,,,,,
3329,---,,,,,
3330,---,,,,,
3331,---,,,,,
3332,---,,,,,
3333,---,,,,,
3334,---,,,,,
3335,---,,,,,
3336,---,,,,,
3337,---,,,,,
3338,---,,,,,
3339,---,,,,,
3340,---,,,,,
3341,---,,,,,
3342,---,,,,,
3343,---,,,,,
3344,---,,,,,
3345,---,,,,,
3346,---,,,,,
3347,---,,,,,
3348,---,,,,,
3349,---,,,,,
3350,---,,,,,
3351,---,,,,,
3352,---,,,,,
3353,---,,,,,
3354,---,,,,,
3355,---,,,,,
3356,---,,,,,
3357,---,,,,,
3358,---,,,,,
3359,---,,,,,
3360,---,,,,,
3361,---,,,,,
3362,---,,,,,
3363,---,,,,,
3364,---,,,,,
3365,---,,,,,
3366,---,,,,,
3367,---,,,,,
3368,---,,,,,
3369,,,,,,
3370,,,,,,
3371,,,,,,
3372,,,,,,
3373,,,,,,
3374,---,,,,,
3375,---,,,,,
3376,---,,,,,
3377,---,,,,,
3378,---,,,,,
3379,---,,,,,
3380,---,,,,,
3381,---,,,,,
3382,---,,,,,
3383,---,,,,,
3384,---,,,,,
3385,---,,,,,
3386,---,,,,,
3387,---,,,,,
3388,---,,,,,
3389,---,,,,,
3390,---,,,,,
3391,---,,,,,
3392,---,,,,,
3393,---,,,,,
3394,---,,,,,
3395,---,,,,,
3396,---,,,,,
3397,---,,,,,
3398,---,,,,,
3399,---,,,,,
3400,---,,,,,
3401,---,,,,,
3402,---,,,,,
3403,---,,,,,
3404,---,,,,,
3405,---,,,,,
3406,---,,,,,
3407,---,,,,,
3408,---,,,,,
3409,---,,,,,
3410,---,,,,,
3411,---,,,,,
3412,---,,,,,
3413,---,,,,,
3414,---,,,,,
3415,---,,,,,
3416,---,,,,,
3417,---,,,,,
3418,---,,,,,
3419,---,,,,,
3420,---,,,,,
3421,---,,,,,
3422,---,,,,,
3423,---,,,,,
3424,---,,,,,
3425,---,,,,,
3426,---,,,,,
3427,---,,,,,
3428,---,,,,,
3429,---,,,,,
3430,---,,,,,
3431,---,,,,,
3432,---,,,,,
3433,---,,,,,
3434,---,,,,,
3435,---,,,,,
3436,---,,,,,
3437,---,,,,,
3438,---,,,,,
3439,---,,,,,
3440,---,,,,,
3441,---,,,,,
3442,---,,,,,
3443,---,,,,,
3444,---,,,,,
3445,---,,,,,
3446,---,,,,,
3447,---,,,,,
3448,---,,,,,
3449,---,,,,,
3450,---,,,,,
